,R,G,B,S
0,0.24241568627450982,0.1702078431372549,0.16961960784313726,0.9575
1,0.24221568627450982,0.17022745098039216,0.16939607843137255,0.957483332667173
2,0.2432627450980392,0.17105882352941176,0.17044313725490196,0.9574666653343459
3,0.24378039215686276,0.17155686274509804,0.1708392156862745,0.9574499980015189
4,0.2439921568627451,0.1715921568627451,0.1708235294117647,0.9574333306686919
5,0.2436549019607843,0.17185098039215688,0.1706156862745098,0.9574166633358648
6,0.24380392156862746,0.17212549019607845,0.17092156862745098,0.9573999960030377
7,0.24422745098039214,0.1731294117647059,0.17153333333333334,0.9573833286702107
8,0.245078431372549,0.17400392156862746,0.17221960784313725,0.9573666613373836
9,0.24576078431372547,0.1750392156862745,0.17250196078431373,0.9573499940045564
10,0.24625882352941175,0.1760156862745098,0.17279607843137257,0.9573333266717294
11,0.2467411764705882,0.17691372549019607,0.17349019607843139,0.9573166593389024
12,0.24719607843137253,0.1776941176470588,0.17390196078431372,0.9572999920060754
13,0.2477529411764706,0.1786235294117647,0.1743607843137255,0.9572833246732483
14,0.2483607843137255,0.1795764705882353,0.1748470588235294,0.9572666573404213
15,0.24881176470588237,0.18052549019607841,0.17534901960784313,0.9572499900075943
16,0.24947843137254902,0.18134901960784314,0.17578823529411766,0.9572333226747672
17,0.2499607843137255,0.18227843137254904,0.17629019607843138,0.9572166553419401
18,0.2505843137254902,0.18320392156862744,0.17667450980392158,0.9571999880091131
19,0.25101960784313726,0.18404313725490196,0.17728627450980392,0.9571833206762861
20,0.25148627450980393,0.18492941176470587,0.17761960784313724,0.9571666533434591
21,0.25199215686274506,0.18581960784313725,0.1780392156862745,0.9571499860106321
22,0.25260784313725493,0.18666666666666668,0.17841176470588235,0.9571333186778048
23,0.25278039215686277,0.18704313725490196,0.17848235294117645,0.9571166513449778
24,0.25000392156862744,0.18405098039215687,0.17644313725490196,0.9570999840121508
25,0.24601176470588235,0.17878039215686273,0.1732470588235294,0.9570833166793237
26,0.24347058823529413,0.1747921568627451,0.17134117647058825,0.9570666493464967
27,0.2427607843137255,0.17316078431372547,0.17047450980392156,0.9570499820136696
28,0.2421019607843137,0.17191764705882354,0.17016470588235294,0.9570333146808426
29,0.24123529411764705,0.17052941176470587,0.1693294117647059,0.9570166473480155
30,0.2402549019607843,0.1691529411764706,0.16858823529411765,0.9570000399696231
31,0.2391294117647059,0.16748235294117647,0.16696470588235293,0.9570333746352772
32,0.23952549019607844,0.16794117647058823,0.16735294117647057,0.9570667093009313
33,0.2398627450980392,0.16825490196078433,0.16771764705882353,0.9571000439665854
34,0.2398313725490196,0.16833333333333333,0.16770588235294118,0.9571333786322396
35,0.2397843137254902,0.16836862745098038,0.1676078431372549,0.9571667132978936
36,0.24004313725490195,0.16867058823529413,0.16778823529411765,0.9572000479635477
37,0.2405137254901961,0.16927450980392156,0.16812941176470586,0.9572333826292018
38,0.2409921568627451,0.1700823529411765,0.16867450980392157,0.9572667172948559
39,0.24134901960784313,0.1708,0.1687607843137255,0.9573000519605099
40,0.24210980392156864,0.17177254901960784,0.16958039215686274,0.9573333866261642
41,0.2426627450980392,0.17266274509803922,0.1698705882352941,0.9573667212918182
42,0.24294117647058824,0.17339607843137256,0.17039215686274511,0.9574000559574724
43,0.24344313725490196,0.1742078431372549,0.17068235294117648,0.9574333906231264
44,0.24400392156862744,0.17494509803921568,0.17112941176470586,0.9574667252887805
45,0.24448235294117648,0.17575294117647058,0.17156470588235295,0.9575000599544345
46,0.24503921568627451,0.17667450980392158,0.17205098039215685,0.9575333946200887
47,0.24563529411764706,0.17762745098039218,0.17238823529411765,0.9575667292857429
48,0.24618823529411765,0.1784980392156863,0.17292156862745098,0.957600063951397
49,0.24674509803921568,0.17945882352941175,0.17336862745098042,0.9576333986170511
50,0.24724705882352943,0.1803372549019608,0.17381960784313724,0.9576667332827051
51,0.24791764705882352,0.18134901960784314,0.17424705882352942,0.9577000679483593
52,0.24858039215686273,0.18232156862745097,0.17472549019607844,0.9577334026140133
53,0.2491137254901961,0.1832078431372549,0.1751294117647059,0.9577667372796674
54,0.24752156862745098,0.18146274509803922,0.1738470588235294,0.9578000719453216
55,0.24410588235294117,0.17707058823529412,0.17102745098039215,0.9578334066109757
56,0.24169803921568628,0.1732549019607843,0.16895294117647058,0.9578667412766297
57,0.24092156862745098,0.17158431372549018,0.1682862745098039,0.9579000759422839
58,0.2407607843137255,0.17095686274509805,0.16836470588235294,0.9579334106079379
59,0.24045882352941175,0.17,0.16766274509803922,0.957966745273592
60,0.24010588235294117,0.1691529411764706,0.16731372549019607,0.958
61,0.2401843137254902,0.16918823529411764,0.16724313725490195,0.958
62,0.2407921568627451,0.16975686274509802,0.1678,0.958
63,0.24105490196078433,0.17020000000000002,0.16793333333333332,0.958
64,0.2410509803921569,0.1701843137254902,0.16814117647058824,0.958
65,0.2410313725490196,0.17016078431372547,0.168,0.958
66,0.24129019607843138,0.17046666666666668,0.1683294117647059,0.958
67,0.24181568627450978,0.17120392156862743,0.1686,0.958
68,0.24245098039215687,0.17203137254901962,0.16914901960784315,0.958
69,0.24315294117647057,0.17285882352941176,0.16963529411764705,0.958
70,0.24348627450980392,0.17389411764705884,0.1699372549019608,0.958
71,0.2440627450980392,0.17463921568627452,0.17032941176470587,0.958
72,0.2444235294117647,0.1752862745098039,0.17087843137254902,0.958
73,0.24474901960784315,0.17595686274509803,0.17102352941176469,0.958
74,0.24540784313725492,0.1769843137254902,0.17167058823529413,0.958
75,0.24598823529411765,0.17779999999999999,0.17212156862745098,0.958
76,0.24662745098039215,0.1786627450980392,0.17265882352941175,0.958
77,0.2470392156862745,0.17953333333333332,0.17277647058823528,0.958
78,0.24765882352941176,0.18045098039215687,0.17351372549019609,0.958
79,0.2483607843137255,0.1815607843137255,0.17405490196078433,0.958
80,0.24912549019607844,0.1825686274509804,0.17463529411764706,0.958
81,0.24966666666666668,0.18357647058823529,0.175,0.958
82,0.2484156862745098,0.1822,0.17409019607843138,0.958
83,0.24521176470588238,0.17822352941176473,0.17138039215686274,0.958
84,0.24309019607843138,0.17494117647058824,0.16953333333333334,0.958
85,0.2425607843137255,0.17353725490196079,0.16897647058823528,0.958
86,0.24252941176470588,0.17306666666666665,0.16886666666666666,0.958
87,0.24213333333333334,0.1723294117647059,0.16862352941176473,0.958
88,0.2417294117647059,0.17142745098039217,0.1680470588235294,0.958
89,0.24165882352941176,0.17130196078431373,0.16807450980392158,0.958
90,0.24184705882352941,0.17155686274509804,0.16831372549019608,0.9579994004556537
91,0.2421529411764706,0.17179999999999998,0.16845098039215686,0.9578327271273831
92,0.2419294117647059,0.17173333333333335,0.16836862745098038,0.9576660537991127
93,0.24183529411764706,0.17159607843137253,0.16828235294117647,0.9574993804708422
94,0.24197254901960785,0.17181960784313727,0.16853333333333334,0.9573327071425716
95,0.24255686274509802,0.17261960784313726,0.16883137254901961,0.9571660338143011
96,0.24308235294117647,0.17333725490196078,0.16936078431372548,0.9569993604860306
97,0.2433921568627451,0.1740235294117647,0.1696470588235294,0.95683268715776
98,0.24388627450980394,0.1747686274509804,0.1702313725490196,0.9566660138294896
99,0.2443019607843137,0.1754078431372549,0.1704078431372549,0.956499340501219
100,0.24462745098039218,0.17610196078431373,0.17078823529411766,0.9563326671729486
101,0.24491764705882355,0.17670196078431372,0.17106666666666667,0.956165993844678
102,0.24536470588235293,0.17729019607843138,0.1713686274509804,0.9559993205164075
103,0.24572156862745098,0.1779372549019608,0.17172941176470588,0.955832647188137
104,0.2461450980392157,0.17865490196078432,0.1721137254901961,0.9556659738598665
105,0.24658823529411766,0.17933725490196079,0.17236078431372548,0.955499300531596
106,0.24704313725490196,0.1801529411764706,0.17287843137254902,0.9553326272033255
107,0.24762745098039216,0.18084705882352942,0.17341176470588235,0.9551659538750549
108,0.24747843137254902,0.18092549019607845,0.17336470588235295,0.9549992805467844
109,0.24478039215686273,0.1778078431372549,0.17101960784313724,0.9548326072185139
110,0.24193333333333333,0.1738078431372549,0.1687372549019608,0.9546659338902433
111,0.24051764705882353,0.17129019607843138,0.16749019607843138,0.9544992605619729
112,0.24020392156862747,0.1700313725490196,0.1670627450980392,0.9543325872337023
113,0.23969411764705884,0.16919607843137255,0.16655294117647057,0.9541659139054319
114,0.23905882352941177,0.1679450980392157,0.1659686274509804,0.9539992405771613
115,0.23838823529411765,0.16693333333333332,0.16546666666666668,0.9538325672488908
116,0.23835686274509804,0.1668549019607843,0.1656,0.9536658939206203
117,0.23854117647058826,0.16694509803921567,0.16562745098039217,0.9534992205923498
118,0.23843921568627452,0.16692549019607844,0.16570588235294118,0.9533325472640793
119,0.23818039215686274,0.1666,0.16549803921568626,0.9531658739358088
120,0.23814509803921569,0.16657254901960783,0.16558431372549018,0.953
121,0.23811372549019608,0.166721568627451,0.1655529411764706,0.953
122,0.23850980392156862,0.1671921568627451,0.16604313725490197,0.953
123,0.23910588235294117,0.16785490196078431,0.1663294117647059,0.953
