,R,G,B,S
0,0.2225921568627451,0.21405490196078433,0.16048627450980393,0.98
1,0.22226666666666667,0.21356470588235296,0.16025882352941176,0.98
2,0.22225882352941176,0.2131686274509804,0.15998823529411763,0.98
3,0.22210588235294118,0.21238823529411766,0.15992941176470588,0.98
4,0.22186274509803922,0.21145490196078431,0.15962352941176472,0.98
5,0.2222392156862745,0.21129803921568627,0.15947058823529411,0.98
6,0.22242745098039216,0.2113686274509804,0.15981176470588238,0.98
7,0.2222,0.21159999999999998,0.15975686274509804,0.98
8,0.22230196078431372,0.21150980392156862,0.15978431372549018,0.98
9,0.22238823529411766,0.21152549019607844,0.15989803921568627,0.98
10,0.22241960784313725,0.2115921568627451,0.15992549019607843,0.98
11,0.22275686274509804,0.21199215686274508,0.15998039215686274,0.98
12,0.2231529411764706,0.2126313725490196,0.16029803921568628,0.98
13,0.22356470588235294,0.21321176470588235,0.1607843137254902,0.98
14,0.22384705882352943,0.21381960784313725,0.16107843137254904,0.98
15,0.22405490196078431,0.21435686274509805,0.1613294117647059,0.98
16,0.22421960784313727,0.21479215686274508,0.16146274509803923,0.98
17,0.22452156862745098,0.21532549019607844,0.16189803921568627,0.98
18,0.22470588235294117,0.21589411764705882,0.1619843137254902,0.98
19,0.22504313725490196,0.21635686274509805,0.16237254901960785,0.98
20,0.22523529411764706,0.21687843137254903,0.1625294117647059,0.98
21,0.2254392156862745,0.21747843137254902,0.1627921568627451,0.98
22,0.22563529411764705,0.21790980392156864,0.16296470588235293,0.98
23,0.2247686274509804,0.217,0.16223921568627453,0.98
24,0.22306274509803922,0.21456470588235294,0.16078823529411765,0.98
25,0.22209803921568627,0.21247450980392155,0.1600941176470588,0.98
26,0.22214117647058823,0.2115372549019608,0.15971764705882355,0.98
27,0.22210196078431374,0.21113333333333334,0.15958039215686273,0.98
28,0.2221137254901961,0.21074117647058824,0.15958823529411764,0.98
29,0.2220470588235294,0.21056470588235296,0.15949019607843137,0.98
30,0.22222745098039215,0.21064705882352944,0.15954509803921568,0.98
31,0.22121176470588236,0.2094235294117647,0.15832156862745098,0.98
32,0.22138823529411764,0.20954509803921567,0.1583921568627451,0.98
33,0.2213137254901961,0.20969411764705884,0.15843529411764706,0.98
