,R,G,B,S
0,0.0915843137254902,0.325921568627451,0.14155686274509804,0.977
1,0.09152941176470589,0.32618039215686273,0.14159607843137254,0.9770333343527325
2,0.09154509803921569,0.32612549019607845,0.14183529411764706,0.977066668705465
3,0.09169411764705883,0.3259843137254902,0.14206666666666665,0.9771000030581974
4,0.09192549019607843,0.3258941176470588,0.14232941176470587,0.97713333741093
5,0.0920392156862745,0.32583529411764706,0.14190980392156863,0.9771666717636626
6,0.09205490196078431,0.3257607843137255,0.14200000000000002,0.977200006116395
7,0.09207843137254902,0.3258509803921569,0.14194901960784315,0.9772333404691276
8,0.09218039215686274,0.3259019607843137,0.14223529411764707,0.97726667482186
9,0.09225098039215687,0.3261647058823529,0.14218823529411767,0.9773000091745925
10,0.09226274509803922,0.3261882352941176,0.1421529411764706,0.977333343527325
11,0.09228235294117647,0.32638039215686276,0.14220000000000002,0.9773666778800575
12,0.09225882352941177,0.3264941176470588,0.14220392156862746,0.9774000122327899
13,0.0922235294117647,0.326521568627451,0.14215686274509803,0.9774333465855224
14,0.09225490196078431,0.3267333333333333,0.14233725490196078,0.9774666809382551
15,0.09219607843137255,0.32685882352941176,0.14241568627450982,0.9775000152909875
16,0.09215686274509804,0.3270313725490196,0.14232549019607843,0.97753334964372
17,0.09213333333333333,0.32718039215686273,0.14239607843137256,0.9775666839964525
18,0.09209019607843137,0.3273607843137255,0.14245882352941175,0.977600018349185
19,0.09229411764705882,0.32767843137254904,0.1426470588235294,0.9776333527019174
20,0.09223529411764705,0.32799215686274513,0.14281960784313724,0.97766668705465
21,0.09220784313725491,0.32820392156862743,0.14294901960784312,0.9777000214073824
22,0.0920392156862745,0.32824313725490195,0.14281176470588236,0.977733355760115
23,0.09145490196078432,0.32784313725490194,0.14241176470588235,0.9777666901128476
24,0.09106274509803922,0.32720392156862743,0.14199215686274508,0.97780002446558
25,0.09121176470588235,0.32700392156862745,0.14216078431372547,0.9778333588183125
26,0.09144705882352941,0.326956862745098,0.14215686274509803,0.977866693171045
27,0.09156078431372548,0.32694117647058824,0.14214117647058824,0.9779000275237775
28,0.09074901960784314,0.32488235294117646,0.1403764705882353,0.9779333618765099
29,0.09081176470588236,0.32479607843137254,0.1403686274509804,0.9779666962292424
30,0.0908235294117647,0.32481176470588236,0.14041960784313726,0.977999969418025
31,0.09085882352941177,0.3247098039215686,0.1401843137254902,0.9779666350652925
32,0.09090588235294118,0.3246588235294118,0.1402156862745098,0.9779333007125599
33,0.09099607843137256,0.32459607843137256,0.14014509803921568,0.9778999663598275
34,0.09093725490196078,0.32452156862745096,0.14013333333333333,0.977866632007095
35,0.09105882352941176,0.3246117647058823,0.14023529411764704,0.9778332976543624
36,0.09116470588235294,0.3247372549019608,0.14035686274509804,0.97779996330163
37,0.09127058823529412,0.3248156862745098,0.14044313725490196,0.9777666289488975
38,0.09134901960784314,0.3249725490196078,0.1404392156862745,0.9777332945961651
39,0.09133725490196079,0.3251294117647059,0.1404392156862745,0.9776999602434325
40,0.09121960784313725,0.3251921568627451,0.14048235294117647,0.9776666258907
41,0.0912235294117647,0.3252156862745098,0.1405450980392157,0.9776332915379675
42,0.09126274509803921,0.3255411764705883,0.1407764705882353,0.977599957185235
43,0.09127450980392156,0.3257529411764706,0.14078039215686275,0.9775666228325025
44,0.09128235294117648,0.32590588235294116,0.14092549019607842,0.9775332884797701
45,0.09121568627450981,0.32604313725490197,0.1408470588235294,0.9774999541270375
46,0.09132156862745097,0.32636470588235295,0.14104313725490197,0.977466619774305
47,0.09127450980392156,0.3265607843137255,0.1411529411764706,0.9774332854215726
48,0.09125882352941177,0.32674117647058826,0.14109019607843137,0.9773999510688401
49,0.09122745098039216,0.327,0.14133333333333334,0.9773666167161075
50,0.0911843137254902,0.3272627450980392,0.1413294117647059,0.977333282363375
51,0.0911843137254902,0.32742352941176467,0.14134901960784313,0.9772999480106425
52,0.09081568627450981,0.3274078431372549,0.14128235294117647,0.97726661365791
53,0.0902,0.3266470588235294,0.14064705882352943,0.9772332793051776
54,0.09006274509803922,0.3264078431372549,0.14047843137254903,0.9771999449524451
55,0.09032156862745098,0.3263725490196078,0.14069411764705883,0.9771666105997125
56,0.09047058823529412,0.3263921568627451,0.14063137254901958,0.9771332762469801
57,0.09061176470588236,0.3264980392156863,0.14096470588235294,0.9770999418942476
58,0.0905764705882353,0.3264549019607843,0.14085490196078432,0.977066607541515
59,0.09058039215686274,0.3265019607843137,0.1408470588235294,0.9770332731887825
60,0.09065882352941176,0.3265058823529412,0.14085490196078432,0.9770000305819749
61,0.09056862745098039,0.3264549019607843,0.1407529411764706,0.9770166977583412
62,0.09040392156862745,0.32631764705882355,0.14056470588235295,0.9770333649347076
63,0.09052941176470589,0.3262705882352941,0.14069411764705883,0.9770500321110738
64,0.09061176470588236,0.32635686274509806,0.14070980392156862,0.97706669928744
65,0.09069803921568627,0.3264901960784313,0.14089019607843137,0.9770833664638063
66,0.09081568627450981,0.32659607843137256,0.14072156862745097,0.9771000336401725
67,0.0908078431372549,0.3266392156862745,0.14083921568627453,0.9771167008165388
68,0.09075294117647059,0.3268078431372549,0.1407921568627451,0.9771333679929051
69,0.09073725490196079,0.326921568627451,0.1410862745098039,0.9771500351692712
70,0.09080392156862746,0.32718039215686273,0.14100392156862745,0.9771667023456375
71,0.09072941176470588,0.3272941176470588,0.14120392156862743,0.9771833695220038
72,0.09077647058823529,0.32750196078431376,0.14126666666666668,0.97720003669837
73,0.09074901960784314,0.3276117647058823,0.14124313725490198,0.9772167038747362
74,0.09065098039215685,0.32760392156862744,0.14109803921568626,0.9772333710511024
75,0.09067450980392157,0.3277764705882353,0.14134117647058825,0.9772500382274687
76,0.0905843137254902,0.32786274509803925,0.14132549019607843,0.977266705403835
77,0.09062352941176471,0.3280509803921569,0.14143921568627452,0.9772833725802011
78,0.09069019607843137,0.32847450980392157,0.14161568627450982,0.9773000397565674
79,0.09061176470588236,0.3285529411764706,0.1416705882352941,0.9773167069329337
80,0.09004705882352941,0.32817254901960785,0.14125490196078433,0.9773333741093001
81,0.08954117647058824,0.3277019607843137,0.14090588235294116,0.9773500412856663
82,0.08956470588235294,0.32750980392156864,0.14083529411764706,0.9773667084620326
83,0.08981960784313725,0.32745098039215687,0.14078823529411766,0.9773833756383987
84,0.08989411764705882,0.32744705882352937,0.14085882352941176,0.977400042814765
85,0.09002745098039217,0.327443137254902,0.14098823529411764,0.9774167099911313
86,0.09002745098039217,0.32740392156862747,0.14090196078431372,0.9774333771674975
87,0.09011764705882352,0.32736470588235295,0.14089803921568628,0.9774500443438637
88,0.09012549019607843,0.3273411764705882,0.14092549019607842,0.97746671152023
89,0.09005882352941176,0.3272588235294117,0.14094117647058824,0.9774833786965962
90,0.0899764705882353,0.32718431372549023,0.14090980392156863,0.9775
91,0.09003529411764706,0.32713333333333333,0.14094117647058824,0.9775
92,0.09014117647058824,0.3272588235294117,0.1410235294117647,0.9775
93,0.0902078431372549,0.327443137254902,0.1409176470588235,0.9775
94,0.09030980392156862,0.32765098039215684,0.14092156862745098,0.9775
95,0.09039607843137254,0.32778431372549016,0.14127450980392156,0.9775
96,0.0903686274509804,0.32783529411764706,0.1411294117647059,0.9775
97,0.09032549019607844,0.3279607843137255,0.1413098039215686,0.9775
98,0.09030980392156862,0.3280549019607843,0.14114901960784315,0.9775
99,0.09032941176470588,0.32826666666666665,0.1413529411764706,0.9775
100,0.09025882352941175,0.3283333333333333,0.14130588235294117,0.9775
101,0.09034117647058823,0.3284352941176471,0.1413764705882353,0.9775
102,0.09027843137254903,0.3286,0.14143921568627452,0.9775
103,0.09018039215686274,0.3287411764705882,0.14123529411764707,0.9775
104,0.09025098039215686,0.32901568627450983,0.14146666666666666,0.9775
105,0.09022745098039216,0.32923529411764707,0.14150980392156864,0.9775
106,0.09025490196078431,0.3294235294117647,0.1415921568627451,0.9775
107,0.09028235294117647,0.32966274509803917,0.14163921568627452,0.9775
108,0.09022352941176472,0.32981176470588236,0.14176470588235293,0.9775
109,0.08976862745098038,0.329521568627451,0.14150588235294118,0.9775
110,0.08909019607843137,0.3289137254901961,0.1409176470588235,0.9775
111,0.08896078431372549,0.3285882352941177,0.14095686274509805,0.9775
112,0.0892,0.3286862745098039,0.14101960784313725,0.9775
113,0.08931764705882353,0.3285137254901961,0.14098823529411764,0.9775
114,0.08936078431372549,0.32838823529411765,0.14077254901960784,0.9775
115,0.08944313725490197,0.32825098039215683,0.1407843137254902,0.9775
116,0.08941176470588236,0.3280078431372549,0.14083921568627453,0.9775
117,0.0895921568627451,0.32788627450980395,0.14085882352941176,0.9775
118,0.08963529411764706,0.32793333333333335,0.14099607843137255,0.9775
119,0.08970588235294118,0.3278235294117647,0.1408941176470588,0.9775
120,0.08972156862745098,0.3277686274509804,0.14089803921568628,0.9775000611639499
121,0.0898235294117647,0.3277490196078431,0.14101960784313725,0.9775167283403162
122,0.08996470588235293,0.32777254901960784,0.1409607843137255,0.9775333955166825
123,0.0899921568627451,0.32785882352941176,0.1411098039215686,0.9775500626930487
124,0.08998039215686275,0.3279764705882353,0.14083137254901962,0.977566729869415
125,0.09010196078431372,0.32801568627450983,0.14110588235294116,0.9775833970457812
126,0.09010196078431372,0.3281254901960784,0.1410235294117647,0.9776000642221474
127,0.09025098039215686,0.32827058823529415,0.14130588235294117,0.9776167313985137
128,0.09016078431372548,0.3283764705882353,0.14116470588235294,0.97763339857488
129,0.09019607843137255,0.32841960784313723,0.14137254901960783,0.9776500657512461
130,0.09017254901960785,0.3285607843137255,0.141321568627451,0.9776667329276124
131,0.09015294117647059,0.3286941176470588,0.1414313725490196,0.9776834001039787
132,0.09010980392156863,0.32891764705882354,0.1413019607843137,0.9777000672803449
133,0.09013725490196078,0.32901568627450983,0.1414549019607843,0.9777167344567113
134,0.09014509803921568,0.3291294117647059,0.14157647058823528,0.9777334016330775
135,0.09009411764705882,0.3292980392156863,0.14159607843137254,0.9777500688094437
136,0.09009411764705882,0.32948235294117645,0.14150588235294118,0.97776673598581
137,0.09007450980392158,0.32969019607843136,0.1415921568627451,0.9777834031621763
138,0.09003921568627452,0.3297921568627451,0.14164313725490196,0.9778000703385424
139,0.09004705882352941,0.3300705882352941,0.14168627450980392,0.9778167375149087
140,0.09001176470588235,0.33038823529411765,0.14180784313725492,0.977833404691275
141,0.0899764705882353,0.3305647058823529,0.14203137254901962,0.9778500718676412
142,0.08950196078431373,0.3302862745098039,0.1418,0.9778667390440074
143,0.08880392156862744,0.3295725490196078,0.1412078431372549,0.9778834062203736
144,0.08861960784313726,0.32923529411764707,0.1409450980392157,0.9779000733967399
145,0.08877254901960785,0.32909803921568626,0.14118039215686273,0.9779167405731062
146,0.08905098039215685,0.3291725490196078,0.14133333333333334,0.9779334077494723
147,0.08908235294117647,0.3291411764705882,0.14123137254901963,0.9779500749258386
148,0.08909803921568626,0.3288666666666667,0.14118039215686273,0.9779667421022049
149,0.08913333333333333,0.32859215686274507,0.14110588235294116,0.9779834092785711
150,0.08929803921568628,0.3285372549019608,0.14110196078431372,0.978
151,0.08939607843137255,0.328478431372549,0.14109803921568626,0.978
152,0.0894078431372549,0.328356862745098,0.14086274509803923,0.978
153,0.08944313725490197,0.3283098039215686,0.14098039215686275,0.978
154,0.08955686274509804,0.32834901960784313,0.14112156862745098,0.978
155,0.08952549019607843,0.32827843137254903,0.14103529411764706,0.978
156,0.08974117647058824,0.3284039215686274,0.14103921568627453,0.978
157,0.0898156862745098,0.328443137254902,0.14115686274509803,0.978
158,0.08987450980392156,0.3285843137254902,0.1411764705882353,0.978
159,0.08991372549019608,0.32860392156862744,0.14125882352941177,0.978
160,0.08986274509803921,0.32870196078431374,0.14122352941176472,0.978
161,0.08988235294117648,0.3288117647058823,0.14136470588235295,0.978
162,0.08984705882352942,0.32893333333333336,0.1413450980392157,0.978
163,0.08989019607843138,0.329043137254902,0.1415294117647059,0.978
164,0.08993333333333334,0.3292039215686275,0.14156470588235293,0.978
165,0.08990980392156862,0.32937647058823527,0.14159607843137254,0.978
166,0.08994509803921569,0.3295254901960784,0.14178039215686275,0.978
167,0.09000392156862745,0.3296823529411765,0.14167450980392157,0.978
168,0.08996862745098039,0.32984313725490194,0.1417607843137255,0.978
169,0.09000392156862745,0.33008627450980393,0.14191764705882354,0.978
170,0.0899764705882353,0.3302,0.1419529411764706,0.978
171,0.08994509803921569,0.33048235294117645,0.14189019607843137,0.978
172,0.08987058823529412,0.3306549019607843,0.14178823529411763,0.978
173,0.08986666666666666,0.3307333333333333,0.14196470588235294,0.978
174,0.0898156862745098,0.33096470588235294,0.14199215686274508,0.978
175,0.08984705882352942,0.33116862745098036,0.1421764705882353,0.978
176,0.08976470588235294,0.33134901960784313,0.14209803921568628,0.978
177,0.08923137254901961,0.33099215686274513,0.1417607843137255,0.978
178,0.08852941176470588,0.3303333333333333,0.1413764705882353,0.978
179,0.08846666666666667,0.3300352941176471,0.14132549019607843,0.978
180,0.0885764705882353,0.3299686274509804,0.14138431372549018,0.978
181,0.08874901960784314,0.3299882352941177,0.14143529411764708,0.978
182,0.08878823529411764,0.329956862745098,0.1413450980392157,0.978
183,0.08879999999999999,0.3297098039215686,0.1413098039215686,0.978
184,0.08880392156862744,0.3295921568627451,0.14123529411764707,0.978
185,0.08898039215686275,0.3295843137254902,0.14131764705882355,0.978
186,0.08902352941176471,0.32948235294117645,0.14101960784313725,0.978
187,0.0890078431372549,0.3295058823529412,0.14114509803921568,0.978
